typeNo,typeId,typeName,englishName,baseCode,mainRouteId,mainRoute,subRouteId,subRoute,evidenceQuestionIds,topAbility1,topAbility2,relativeLagAbility,topAxis1,topAxis2,centralAxis,logic,execution,sales,creativity,management,thinking,action,offensive,stable,individual,group,divergent,convergent,bestPartner,evidenceCount,evidenceWeightFormula,scoreRatio,lockStatus
12,frontline-commander,前線指揮官,Frontline Commander,AOGF,frontline-commander.m04,進行回復,frontline-commander.m04.s01,現場修正,"q14,q22,q29,q37",実行力,創造力,管理力,行動,攻め,収束,69,96,78,91,65,10,90,82,18,25,75,34,66,完遂クローザー,4,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
12,frontline-commander,前線指揮官,Frontline Commander,AOGF,frontline-commander.m04,進行回復,frontline-commander.m04.s02,進捗回収,"q03,q07,q15,q21,q37,q39",管理力,実行力,創造力,組織推進,収束,攻め,82,86,84,57,95,24,76,68,32,7,93,15,85,構造ハッカー,6,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
13,lone-crafter,孤高のクラフター,Master Crafter,ASIE,lone-crafter.m01,試作発見,lone-crafter.m01.s01,粗形試作,"q01,q05,q09,q13,q17,q21,q33",実行力,創造力,営業力,行動,発散,安定,70,94,58,90,65,12,88,34,66,70,30,79,21,精密スナイパー,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
13,lone-crafter,孤高のクラフター,Master Crafter,ASIE,lone-crafter.m01,試作発見,lone-crafter.m01.s02,比較試作,"q05,q13,q20,q24,q28,q32,q40",創造力,論理力,営業力,発散,行動,個人突破,88,80,61,95,67,28,72,29,71,64,36,88,12,勝ち筋ハンター,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
13,lone-crafter,孤高のクラフター,Master Crafter,ASIE,lone-crafter.m01,試作発見,lone-crafter.m01.s03,要望具体化,"q11,q20,q24,q33,q35",営業力,創造力,管理力,発散,行動,個人突破,82,74,90,88,64,31,69,32,68,56,44,76,24,営業モンスター,5,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
13,lone-crafter,孤高のクラフター,Master Crafter,ASIE,lone-crafter.m02,品質研磨,lone-crafter.m02.s01,違和感修正,"q04,q08,q16,q25,q26,q37,q38",論理力,創造力,営業力,安定,個人突破,発散,91,85,55,87,72,27,73,18,82,75,25,61,39,完遂クローザー,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
13,lone-crafter,孤高のクラフター,Master Crafter,ASIE,lone-crafter.m02,品質研磨,lone-crafter.m02.s02,使用感改良,"q11,q14,q22,q35,q36,q37",創造力,営業力,管理力,行動,安定,個人突破,75,84,86,89,68,22,78,26,74,58,42,70,30,企画軍師,6,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
13,lone-crafter,孤高のクラフター,Master Crafter,ASIE,lone-crafter.m02,品質研磨,lone-crafter.m02.s03,耐久安定,"q06,q10,q14,q18,q22,q26,q34,q38",管理力,論理力,営業力,安定,個人突破,発散,88,78,54,68,93,38,62,9,91,71,29,57,43,城塞の守護者,8,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
13,lone-crafter,孤高のクラフター,Master Crafter,ASIE,lone-crafter.m03,工程発明,lone-crafter.m03.s01,手順短縮,"q09,q13,q23,q29,q33,q37",実行力,論理力,営業力,行動,個人突破,発散,87,95,52,76,72,15,85,21,79,82,18,65,35,構造ハッカー,6,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
13,lone-crafter,孤高のクラフター,Master Crafter,ASIE,lone-crafter.m03,工程発明,lone-crafter.m03.s02,再利用設計,"q04,q12,q16,q24,q28,q32,q36,q40",創造力,管理力,営業力,発散,安定,個人突破,80,77,56,94,86,30,70,17,83,63,37,90,10,事業構想家,8,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
13,lone-crafter,孤高のクラフター,Master Crafter,ASIE,lone-crafter.m04,専門自走,lone-crafter.m04.s01,即応復旧,"q07,q25,q29,q37",実行力,論理力,営業力,行動,個人突破,発散,82,97,58,74,66,8,92,23,77,84,16,60,40,前線指揮官,4,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
13,lone-crafter,孤高のクラフター,Master Crafter,ASIE,lone-crafter.m04,専門自走,lone-crafter.m04.s02,一貫制作,"q03,q19,q23,q27,q31,q39",管理力,実行力,営業力,個人突破,安定,発散,77,89,53,85,90,25,75,12,88,91,9,72,28,巻き込みプロデューサー,6,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
14,closer,完遂クローザー,Final Closer,ASIF,closer.m01,完了条件固定,closer.m01.s01,成果条件固定,"q03,q11,q18,q22,q26,q34,q36,q39,q40",管理力,論理力,創造力,収束,安定,個人突破,91,80,65,58,94,34,66,22,78,64,36,18,82,事業構想家,9,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
14,closer,完遂クローザー,Final Closer,ASIF,closer.m01,完了条件固定,closer.m01.s02,品質基準固定,"q06,q10,q14,q18,q22,q26,q30,q34,q38,q39",管理力,論理力,創造力,安定,収束,個人突破,88,74,60,56,96,38,62,12,88,58,42,16,84,城塞の守護者,10,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
14,closer,完遂クローザー,Final Closer,ASIF,closer.m01,完了条件固定,closer.m01.s03,受取状態確認,"q11,q15,q18,q22,q35,q39",管理力,営業力,創造力,安定,収束,個人突破,82,76,84,60,91,30,70,20,80,56,44,28,72,営業モンスター,6,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
14,closer,完遂クローザー,Final Closer,ASIF,closer.m02,残件閉鎖,closer.m02.s01,抜け回収,"q03,q07,q21,q25,q29,q32,q37,q39",管理力,実行力,創造力,収束,行動,個人突破,84,90,61,57,92,22,78,28,72,68,32,21,79,前線指揮官,8,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
14,closer,完遂クローザー,Final Closer,ASIF,closer.m02,残件閉鎖,closer.m02.s02,依存回収,"q11,q15,q18,q21,q35,q39",管理力,実行力,創造力,収束,安定,個人突破,86,87,72,55,94,26,74,24,76,63,37,17,83,ギルド調律師,6,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
14,closer,完遂クローザー,Final Closer,ASIF,closer.m03,障害完遂,closer.m03.s01,即応復旧,"q05,q07,q17,q21,q25,q29,q37",実行力,管理力,創造力,行動,収束,安定,72,96,62,58,78,8,92,34,66,70,30,22,78,前線指揮官,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
14,closer,完遂クローザー,Final Closer,ASIF,closer.m03,障害完遂,closer.m03.s02,代替完遂,"q01,q05,q13,q17,q23,q25,q29,q37",実行力,創造力,管理力,行動,個人突破,収束,74,91,67,89,63,16,84,30,70,75,25,40,60,独創の発明家,8,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
14,closer,完遂クローザー,Final Closer,ASIF,closer.m03,障害完遂,closer.m03.s03,計画再建,"q08,q12,q16,q21,q24,q25,q29,q32,q37",管理力,論理力,営業力,収束,安定,個人突破,93,82,57,60,95,36,64,16,84,61,39,12,88,攻城参謀,9,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
14,closer,完遂クローザー,Final Closer,ASIF,closer.m04,責任終結,closer.m04.s01,引継ぎ完了,"q03,q11,q18,q22,q31,q35,q39",管理力,論理力,創造力,安定,収束,個人突破,85,79,71,56,96,32,68,14,86,59,41,20,80,巻き込みプロデューサー,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
14,closer,完遂クローザー,Final Closer,ASIF,closer.m04,責任終結,closer.m04.s02,中止精算,"q02,q06,q10,q14,q26,q30,q34,q38,q40",論理力,管理力,創造力,安定,収束,行動,94,70,55,52,91,40,60,8,92,73,27,10,90,勝ち筋ハンター,9,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
15,team-conductor,ギルド調律師,Guild Harmonizer,ASGE,team-conductor.m01,認識接続,team-conductor.m01.s01,目的翻訳,"q11,q15,q27,q31,q35,q39",営業力,論理力,管理力,組織推進,安定,発散,82,74,92,73,68,33,67,30,70,16,84,65,35,前線指揮官,6,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
15,team-conductor,ギルド調律師,Guild Harmonizer,ASGE,team-conductor.m01,認識接続,team-conductor.m01.s02,前提共有,"q08,q11,q15,q16,q18,q22,q39",論理力,営業力,創造力,組織推進,安定,発散,89,68,87,60,79,38,62,22,78,20,80,58,42,精密スナイパー,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
15,team-conductor,ギルド調律師,Guild Harmonizer,ASGE,team-conductor.m01,認識接続,team-conductor.m01.s03,判断基準接続,"q08,q12,q15,q16,q24,q32,q34",論理力,営業力,創造力,組織推進,安定,発散,91,72,88,62,83,35,65,26,74,23,77,56,44,攻城参謀,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
15,team-conductor,ギルド調律師,Guild Harmonizer,ASGE,team-conductor.m02,負荷調律,team-conductor.m02.s01,負荷再配分,"q03,q06,q07,q18,q23,q30,q39",管理力,実行力,創造力,組織推進,安定,発散,72,86,80,65,91,22,78,18,82,12,88,60,40,最後の砦,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
15,team-conductor,ギルド調律師,Guild Harmonizer,ASGE,team-conductor.m02,負荷調律,team-conductor.m02.s02,役割適合,"q03,q07,q15,q19,q23,q27,q31",営業力,創造力,実行力,組織推進,発散,行動,74,69,88,87,72,30,70,24,76,10,90,78,22,企画軍師,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
15,team-conductor,ギルド調律師,Guild Harmonizer,ASGE,team-conductor.m02,負荷調律,team-conductor.m02.s03,支援正式化,"q03,q06,q18,q22,q30,q34,q39",管理力,論理力,創造力,安定,組織推進,発散,85,70,82,59,94,34,66,12,88,14,86,57,43,城塞の守護者,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
15,team-conductor,ギルド調律師,Guild Harmonizer,ASGE,team-conductor.m03,対話修復,team-conductor.m03.s01,本音解凍,"q11,q15,q19,q27,q31,q35,q39",営業力,創造力,管理力,組織推進,行動,安定,70,76,95,81,63,26,74,28,72,8,92,73,27,営業モンスター,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
15,team-conductor,ギルド調律師,Guild Harmonizer,ASGE,team-conductor.m03,対話修復,team-conductor.m03.s02,対立仲介,"q07,q15,q18,q19,q23,q35,q39",営業力,論理力,創造力,組織推進,安定,発散,84,72,93,68,78,32,68,20,80,6,94,64,36,前線指揮官,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
15,team-conductor,ギルド調律師,Guild Harmonizer,ASGE,team-conductor.m04,連携定着,team-conductor.m04.s01,共有リズム,"q03,q07,q11,q15,q22,q30,q39",管理力,実行力,創造力,組織推進,安定,発散,78,88,84,58,92,18,82,14,86,11,89,55,45,完遂クローザー,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
15,team-conductor,ギルド調律師,Guild Harmonizer,ASGE,team-conductor.m04,連携定着,team-conductor.m04.s02,自走接続,"q07,q11,q15,q19,q23,q27,q39",創造力,営業力,実行力,組織推進,安定,行動,80,75,86,89,84,29,71,17,83,9,91,80,20,構造ハッカー,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
16,last-fortress,最後の砦,The Last Stand,ASGF,last-fortress.m01,緊急選別,last-fortress.m01.s01,最小機能確保,"q08,q25,q29,q30,q32,q34",実行力,管理力,創造力,行動,収束,組織推進,80,95,62,55,88,12,88,16,84,28,72,14,86,攻城参謀,6,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
16,last-fortress,最後の砦,The Last Stand,ASGF,last-fortress.m01,緊急選別,last-fortress.m01.s02,影響遮断,"q08,q16,q25,q26,q29,q34,q40",実行力,論理力,創造力,収束,安定,組織推進,90,92,58,54,86,18,82,10,90,32,68,8,92,精密スナイパー,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
16,last-fortress,最後の砦,The Last Stand,ASGF,last-fortress.m01,緊急選別,last-fortress.m01.s03,優先再配置,"q06,q07,q23,q27,q30,q31,q39",管理力,実行力,創造力,安定,組織推進,行動,80,88,78,57,94,20,80,14,86,16,84,18,82,前線指揮官,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
16,last-fortress,最後の砦,The Last Stand,ASGF,last-fortress.m02,継続維持,last-fortress.m02.s01,負荷分散,"q03,q06,q07,q18,q23,q30,q39",管理力,実行力,創造力,安定,組織推進,行動,74,84,82,58,96,24,76,8,92,10,90,22,78,ギルド調律師,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
16,last-fortress,最後の砦,The Last Stand,ASGF,last-fortress.m02,継続維持,last-fortress.m02.s02,品質下限維持,"q06,q10,q14,q18,q22,q26,q34,q38",管理力,論理力,創造力,安定,収束,行動,92,76,60,55,95,34,66,4,96,22,78,10,90,突撃クリエイター,8,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
16,last-fortress,最後の砦,The Last Stand,ASGF,last-fortress.m02,継続維持,last-fortress.m02.s03,代替運用,"q05,q13,q17,q21,q25,q29,q37",実行力,創造力,営業力,行動,安定,収束,72,94,65,86,83,14,86,18,82,26,74,30,70,構造ハッカー,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
16,last-fortress,最後の砦,The Last Stand,ASGF,last-fortress.m03,復旧移行,last-fortress.m03.s01,段階復旧,"q08,q10,q18,q22,q25,q29,q37",管理力,論理力,創造力,安定,収束,行動,88,78,66,58,96,30,70,6,94,18,82,12,88,ギルド調律師,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
16,last-fortress,最後の砦,The Last Stand,ASGF,last-fortress.m03,復旧移行,last-fortress.m03.s02,責任返却,"q03,q07,q11,q15,q23,q31,q39",管理力,営業力,創造力,組織推進,安定,行動,76,78,86,59,92,28,72,12,88,8,92,20,80,ギルド調律師,7,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
16,last-fortress,最後の砦,The Last Stand,ASGF,last-fortress.m04,再発耐性,last-fortress.m04.s01,予備設計,"q06,q08,q10,q14,q18,q22,q30,q34,q38",管理力,論理力,営業力,安定,収束,行動,90,70,58,72,94,38,62,4,96,16,84,14,86,構造ハッカー,9,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
16,last-fortress,最後の砦,The Last Stand,ASGF,last-fortress.m04,再発耐性,last-fortress.m04.s02,判断移管,"q03,q07,q11,q15,q19,q23,q31,q39",管理力,論理力,創造力,組織推進,安定,行動,84,76,80,60,91,32,68,10,90,6,94,18,82,企画軍師,8,1 + 0.5 × (1 - typeQuestionFrequency / typeMaxQuestionFrequency),evidence:0.55 / ability:0.30 / axis:0.15,locked-not-implemented
